date,room,time,group,class,session,tutor
2025-04-28,LI8,12:45-14:15,9iii,Criminal Advocacy,8,MM
2025-04-28,LI9,09:00-10:30,9i,Criminal Advocacy,8,PR
2025-04-28,LI9,10:45-12:15,13ii,Criminal Advocacy,8,PR
2025-04-28,LI9,12:45-14:15,2iii,Criminal Advocacy,8,PR
2025-04-28,LI10,09:00-10:30,2i,Criminal Advocacy,8,DK
2025-04-28,LI10,10:45-12:15,3ii,Criminal Advocacy,8,DK
2025-04-28,LI10,12:45-14:15,10iii,Criminal Advocacy,8,DK
2025-04-28,14 SS,09:00-10:30,13i,Criminal Advocacy,8,MS
2025-04-28,14 SS,10:45-12:15,10ii,Criminal Advocacy,8,MS
2025-04-28,14 SS,12:45-14:15,13iii,Criminal Advocacy,8,MS
2025-04-28,GH,09:00-10:30,4,Drafting,4,BP
2025-04-28,GH,12:45-14:15,11,Opinion Writing,5,AF
2025-04-28,GRH,09:00-10:30,5,Drafting,4,AF
2025-04-28,GRH,10:45-12:15,5,Opinion Writing,5,RA
2025-04-28,GRH,12:45-14:15,8,Opinion Writing,5,RA
2025-04-28,GBIRK,09:00-10:30,6,Drafting,4,AC
2025-04-28,GBIRK,10:45-12:15,4i/6i/7i,Civil Advocacy,7,AC
2025-04-28,GBIRK,12:45-14:15,4iii/6iii/7iii,Civil Advocacy,7,AC
2025-04-28,GBING1,10:45-12:15,4ii/6ii/7ii,Civil Advocacy,7,BP
2025-04-28,GBING2,09:00-10:30,3i,Criminal Advocacy,8,GVS
2025-04-28,GBING2,10:45-12:15,9ii,Criminal Advocacy,8,GVS
2025-04-28,GBING2,12:45-14:15,3iii,Criminal Advocacy,8,GVS
2025-04-29,LI6,09:00-10:30,6i,Criminal Advocacy,8,PR
2025-04-29,LI6,10:45-12:15,5ii,Criminal Advocacy,8,PR
2025-04-29,LI6,12:45-14:15,11i,Criminal Advocacy,8,PR
2025-04-29,LI6,14:30-16:00,6iii,Criminal Advocacy,8,PR
2025-04-29,LI7,09:00-10:30,5i,Criminal Advocacy,8,MF
2025-04-29,LI7,10:45-12:15,6ii,Criminal Advocacy,8,MF
2025-04-29,LI8,09:00-10:30,8i,Criminal Advocacy,8,MM
2025-04-29,LI8,10:45-12:15,8ii,Criminal Advocacy,8,MM
2025-04-29,LI8,14:30-16:00,4iii,Criminal Advocacy,8,MM
2025-04-29,LI9,09:00-10:30,7i,Criminal Advocacy,8,SS
2025-04-29,LI9,10:45-12:15,4ii,Criminal Advocacy,8,SS
2025-04-29,LI9,12:45-14:15,11iii,Criminal Advocacy,8,GVS
2025-04-29,LI9,14:30-16:00,7iii,Criminal Advocacy,8,GVS
2025-04-29,LI10,09:00-10:30,4i,Criminal Advocacy,8,DK
2025-04-29,LI10,10:45-12:15,7ii,Criminal Advocacy,8,DK
2025-04-29,LI10,14:30-16:00,5iii,Criminal Advocacy,8,DK
2025-04-29,14 SS,12:45-14:15,8iii,Criminal Advocacy,8,MS
2025-04-29,14 SS,14:30-16:00,11ii,Criminal Advocacy,8,MS
2025-04-29,GH,09:00-10:30,1,Drafting,4,AU
2025-04-29,GH,10:45-12:15,2,Drafting,4,AU
2025-04-29,GH,14:30-16:00,13,Drafting,4,AU
2025-04-29,GRH,09:00-10:30,9,Opinion Writing,5,RA/MA
2025-04-29,GRH,10:45-12:15,1,Opinion Writing,5,RA/MA
2025-04-29,GRH,12:45-14:15,6,Opinion Writing,5,AF
2025-04-29,GRH,14:30-16:00,3,Opinion Writing,5,RA/MA
2025-04-29,GBING1,09:00-10:30,11i/12i,Civil Advocacy,7,MJ
2025-04-29,GBING1,10:45-12:15,9i/10i,Civil Advocacy,7,MJ
2025-04-29,GBING1,14:30-16:00,9iii/10iii,Civil Advocacy,7,MJ
2025-04-29,GBING2,09:00-10:30,11ii/12ii,Civil Advocacy,7,BP
2025-04-29,GBING2,10:45-12:15,9ii/10ii,Civil Advocacy,7,BP
2025-04-29,GBING2,14:30-16:00,11iii/12iii,Civil Advocacy,7,BP
2025-04-30,LI6,09:00-10:30,2i,Criminal Advocacy,9,GVS
2025-04-30,LI6,10:45-12:15,2ii,Criminal Advocacy,9,GVS
2025-04-30,LI6,14:30-16:00,10iii,Criminal Advocacy,9,GVS
2025-04-30,LI7,09:00-10:30,13i,Criminal Advocacy,9,PR
2025-04-30,LI7,10:45-12:15,1ii,Criminal Advocacy,9,PR
2025-04-30,LI7,14:30-16:00,1iii,Criminal Advocacy,9,PR
2025-04-30,LI8,09:00-10:30,1i,Criminal Advocacy,9,MS
2025-04-30,LI8,10:45-12:15,3ii,Criminal Advocacy,9,MS
2025-04-30,LI8,14:30-16:00,2iii,Criminal Advocacy,9,MS
2025-04-30,LI9,09:00-10:30,10i,Criminal Advocacy,9,MF
2025-04-30,LI9,10:45-12:15,12ii,Criminal Advocacy,9,MF
2025-04-30,LI9,14:30-16:00,3iii,Criminal Advocacy,9,MF
2025-04-30,LI10,09:00-10:30,9i,Criminal Advocacy,9,PA
2025-04-30,LI10,10:45-12:15,10ii,Criminal Advocacy,9,PA
2025-04-30,LI10,14:30-16:00,9iii,Criminal Advocacy,9,PA
2025-04-30,14 SS,09:00-10:30,12i,Criminal Advocacy,9,DK
2025-04-30,14 SS,12:45-14:15,12iii,Criminal Advocacy,9,DK
2025-04-30,14 SS,14:30-16:00,13ii,Criminal Advocacy,9,DK
2025-04-30,GH,09:00-10:30,3i,Criminal Advocacy,9,SS
2025-04-30,GH,10:45-12:15,9ii,Criminal Advocacy,9,SS
2025-04-30,GH,14:30-16:00,13iii,Criminal Advocacy,9,SS
2025-04-30,GRH,09:00-10:30,7,Drafting,4,AC
2025-04-30,GRH,12:45-14:15,3i/5i/8i,Civil Advocacy,7,MJ
2025-04-30,GRH,14:30-16:00,3ii/5ii/8ii,Civil Advocacy,7,MJ
2025-04-30,GBIRK,12:45-14:15,3iii/5iii/8iii,Civil Advocacy,7,AC
2025-04-30,GBING1,09:00-10:30,8,Drafting,4,AF
2025-04-30,GBING1,10:45-12:15,13,Opinion Writing,5,AF
2025-04-30,GBING1,12:45-14:15,7,Opinion Writing,5,AU
2025-04-30,GBING1,14:30-16:00,4,Opinion Writing,5,AU
2025-05-01,LI6,09:00-10:30,4i,Criminal Advocacy,9,SS
2025-05-01,LI6,10:45-12:15,7ii,Criminal Advocacy,9,SS
2025-05-01,LI6,12:45-14:15,11iii,Criminal Advocacy,9,MM
2025-05-01,LI6,14:30-16:00,8iii,Criminal Advocacy,9,MM
2025-05-01,LI7,09:00-10:30,8i,Criminal Advocacy,9,PA
2025-05-01,LI7,10:45-12:15,4ii,Criminal Advocacy,9,PA
2025-05-01,LI7,14:30-16:00,6iii,Criminal Advocacy,9,PA
2025-05-01,LI8,09:00-10:30,5i,Criminal Advocacy,9,MS
2025-05-01,LI8,10:45-12:15,8ii,Criminal Advocacy,9,MS
2025-05-01,LI8,14:30-16:00,5iii,Criminal Advocacy,9,MS
2025-05-01,LI9,09:00-10:30,7i,Criminal Advocacy,9,PR
2025-05-01,LI9,10:45-12:15,6ii,Criminal Advocacy,9,PR
2025-05-01,LI9,14:30-16:00,7iii,Criminal Advocacy,9,PR
2025-05-01,LI10,09:00-10:30,6i,Criminal Advocacy,9,GVS
2025-05-01,LI10,10:45-12:15,5ii,Criminal Advocacy,9,GVS
2025-05-01,LI10,14:30-16:00,4iii,Criminal Advocacy,9,GVS
2025-05-01,GH,09:00-10:30,1i/2i/13i,Civil Advocacy,7,LB
2025-05-01,GH,10:45-12:15,10,Drafting,4,AF
2025-05-01,GH,12:45-14:15,11i,Criminal Advocacy,9,DK
2025-05-01,GH,14:30-16:00,11ii,Criminal Advocacy,9,DK
2025-05-01,GRH,09:00-10:30,1ii/2ii/13ii,Civil Advocacy,7,AU
2025-05-01,GRH,10:45-12:15,2,Opinion Writing,5,AU
2025-05-01,GRH,12:45-14:15,12,Opinion Writing,5,BP
2025-05-01,GRH,14:30-16:00,10,Opinion Writing,5,AU
2025-05-01,GBIRK,14:30-16:00,1iii/2iii/13iii,Civil Advocacy,7,LB
2025-05-01,GBING1,09:00-10:30,3,Drafting,4,AF
2025-05-01,GBING2,09:00-10:30,9,Drafting,4,AC
2025-05-01,GBING2,10:45-12:15,11,Drafting,4,AC
2025-05-01,GBING2,14:30-16:00,12,Drafting,4,AC
2025-05-06,LI6,09:00-10:30,,Conference Mocks,,
2025-05-06,GBING1,09:00-10:30,7,Drafting,5,AF/RY
2025-05-06,GBING1,10:45-12:15,6,Drafting,5,AF/RY
2025-05-06,GBING1,14:30-16:00,5,Drafting,5,AF/RY
2025-05-07,LI6,09:00-10:30,,Conference Mocks,,
2025-05-07,GBING1,09:00-10:30,4,Drafting,5,BP
2025-05-07,GBING1,10:45-12:15,3,Drafting,5,BP
2025-05-07,GBING1,14:30-16:00,8,Drafting,5,BP
2025-05-08,LI6,09:00-10:30,,Conference Mocks,,
2025-05-08,GBING1,09:00-10:30,9,Drafting,5,AF
2025-05-08,GBING1,10:45-12:15,1,Drafting,5,AF
2025-05-08,GBING1,14:30-16:00,2,Drafting,5,AF
2025-05-09,LI6,09:00-10:30,,Conference Mocks,,
2025-05-09,GBING1,09:00-10:30,10,Drafting,5,AU
2025-05-09,GBING1,10:45-12:15,11,Drafting,5,AU
2025-05-09,GBING1,12:45-14:15,13,Drafting,5,BP
2025-05-09,GBING1,14:30-16:00,12,Drafting,5,AU
2025-05-12,LI6,09:00-10:30,1iii,Conference,6,PA
2025-05-12,LI6,10:45-12:15,1iii,Conference,6,PA
2025-05-12,LI6,12:45-14:15,2ii,Conference,6,PA
2025-05-12,LI6,14:30-16:00,2ii,Conference,6,PA
2025-05-12,LI7,09:00-10:30,3i,Conference,6,SS
2025-05-12,LI7,10:45-12:15,3i,Conference,6,SS
2025-05-12,LI7,12:45-14:15,2i,Conference,6,SS
2025-05-12,LI7,14:30-16:00,2i,Conference,6,SS
2025-05-12,LI8,09:00-10:30,3iii,Conference,6,GVS
2025-05-12,LI8,10:45-12:15,3iii,Conference,6,GVS
2025-05-12,LI8,12:45-14:15,3ii,Conference,6,GVS
2025-05-12,LI8,14:30-16:00,3ii,Conference,6,GVS
2025-05-12,LI9,09:00-10:30,1i,Conference,6,MS
2025-05-12,LI9,10:45-12:15,1i,Conference,6,MS
2025-05-12,LI9,12:45-14:15,12i,Conference,6,MS
2025-05-12,LI9,14:30-16:00,12i,Conference,6,MS
2025-05-12,LI10,09:00-10:30,1ii,Conference,6,DK
2025-05-12,LI10,10:45-12:15,1ii,Conference,6,DK
2025-05-12,LI10,12:45-14:15,2iii,Conference,6,DK
2025-05-12,LI10,14:30-16:00,2iii,Conference,6,DK
2025-05-12,14 SS,09:00-10:30,12ii,Conference,6,MF
2025-05-12,14 SS,10:45-12:15,12ii,Conference,6,MF
2025-05-12,GH,09:00-10:30,6,Drafting,6,AF
2025-05-12,GH,10:45-12:15,5,Drafting,6,AF
2025-05-12,GH,12:45-14:15,13,Drafting,6,BP
2025-05-12,GH,14:30-16:00,7,Drafting,6,AF
2025-05-13,LI6,09:00-10:30,4ii,Conference,6,KAJ
2025-05-13,LI6,10:45-12:15,4ii,Conference,6,KAJ
2025-05-13,LI6,12:45-14:15,5iii,Conference,6,KAJ
2025-05-13,LI6,14:30-16:00,5iii,Conference,6,KAJ
2025-05-13,LI7,09:00-10:30,4i,Conference,6,MF
2025-05-13,LI7,10:45-12:15,4i,Conference,6,MF
2025-05-13,LI8,09:00-10:30,6i,Conference,6,GVS
2025-05-13,LI8,10:45-12:15,6i,Conference,6,GVS
2025-05-13,LI8,12:45-14:15,5i,Conference,6,GVS
2025-05-13,LI8,14:30-16:00,5i,Conference,6,GVS
2025-05-13,LI9,09:00-10:30,6iii,Conference,6,MS
2025-05-13,LI9,10:45-12:15,6iii,Conference,6,MS
2025-05-13,LI9,12:45-14:15,5ii,Conference,6,MS
2025-05-13,LI9,14:30-16:00,5ii,Conference,6,MS
2025-05-13,LI10,09:00-10:30,4iii,Conference,6,SS
2025-05-13,LI10,10:45-12:15,4iii,Conference,6,SS
2025-05-13,LI10,12:45-14:15,6ii,Conference,6,DK
2025-05-13,LI10,14:30-16:00,6ii,Conference,6,DK
2025-05-13,14 SS,09:00-10:30,11ii,Conference,6,PA
2025-05-13,14 SS,10:45-12:15,11ii,Conference,6,PA
2025-05-13,GH,09:00-10:30,10,Drafting,6,AU
2025-05-13,GH,10:45-12:15,9,Drafting,6,AU
2025-05-13,GH,14:30-16:00,11,Drafting,6,AU
2025-05-14,LI6,09:00-10:30,9iii,Conference,6,SS
2025-05-14,LI6,10:45-12:15,9iii,Conference,6,SS
2025-05-14,LI6,12:45-14:15,8i,Conference,6,SS
2025-05-14,LI6,14:30-16:00,8i,Conference,6,SS
2025-05-14,LI7,09:00-10:30,7iii,Conference,6,MF
2025-05-14,LI7,10:45-12:15,7iii,Conference,6,MF
2025-05-14,LI8,09:00-10:30,9i,Conference,6,GVS
2025-05-14,LI8,10:45-12:15,9i,Conference,6,GVS
2025-05-14,LI8,12:45-14:15,8iii,Conference,6,GVS
2025-05-14,LI8,14:30-16:00,8iii,Conference,6,GVS
2025-05-14,LI9,09:00-10:30,13ii,Conference,6,MS
2025-05-14,LI9,10:45-12:15,13ii,Conference,6,MS
2025-05-14,LI10,09:00-10:30,7ii,Conference,6,DK
2025-05-14,LI10,10:45-12:15,7ii,Conference,6,DK
2025-05-14,LI10,12:45-14:15,7i,Conference,6,DK
2025-05-14,LI10,14:30-16:00,7i,Conference,6,DK
2025-05-14,14 SS,09:00-10:30,13i,Conference,6,PA
2025-05-14,14 SS,10:45-12:15,13i,Conference,6,PA
2025-05-14,14 SS,12:45-14:15,9ii,Conference,6,PA
2025-05-14,14 SS,14:30-16:00,9ii,Conference,6,PA
2025-05-14,GH,09:00-10:30,8,Drafting,6,AC
2025-05-14,GH,10:45-12:15,4,Drafting,6,AC
2025-05-14,GH,14:30-16:00,12,Drafting,6,AC
2025-05-15,LI6,09:00-10:30,13iii,Conference,6,MF
2025-05-15,LI6,10:45-12:15,13iii,Conference,6,MF
2025-05-15,LI6,12:45-14:15,11iii,Conference,6,KAJ
2025-05-15,LI6,14:30-16:00,11iii,Conference,6,KAJ
2025-05-15,LI7,09:00-10:30,10i,Conference,6,MS
2025-05-15,LI7,10:45-12:15,10i,Conference,6,MS
2025-05-15,LI7,12:45-14:15,12iii,Conference,6,MS
2025-05-15,LI7,14:30-16:00,12iii,Conference,6,MS
2025-05-15,LI8,09:00-10:30,10iii,Conference,6,SS
2025-05-15,LI8,10:45-12:15,10iii,Conference,6,SS
2025-05-15,LI8,12:45-14:15,11i,Conference,6,SS
2025-05-15,LI8,14:30-16:00,11i,Conference,6,SS
2025-05-15,LI9,09:00-10:30,8ii,Conference,6,GVS
2025-05-15,LI9,10:45-12:15,8ii,Conference,6,GVS
2025-05-15,LI10,09:00-10:30,10ii,Conference,6,DK
2025-05-15,LI10,10:45-12:15,10ii,Conference,6,DK
2025-05-15,GH,09:00-10:30,1,Drafting,6,AF/RY
2025-05-15,GH,10:45-12:15,2,Drafting,6,AF/RY
2025-05-15,GH,14:30-16:00,3,Drafting,6,AF/RY
2025-05-19,LI6,09:00-10:30,,Criminal Advocacy Mocks,,
2025-05-19,14 SS,09:00-10:30,,Civil Advocacy Mocks,,
2025-05-20,LI7,09:00-10:30,,Criminal Advocacy Mocks,,
2025-05-20,14 SS,09:00-10:30,,Civil Advocacy Mocks,,
2025-05-21,LI6,09:00-10:30,,Criminal Advocacy Mocks,,
2025-05-21,14 SS,09:00-10:30,,Civil Advocacy Mocks,,
2025-05-22,LI6,09:00-10:30,,Criminal Advocacy Mocks,,
2025-05-22,14 SS,09:00-10:30,,Civil Advocacy Mocks,,
2025-05-27,LI6,09:00-10:30,5i,Criminal Advocacy,10,GVS
2025-05-27,LI6,10:45-12:15,13iii,Criminal Advocacy,10,GVS
2025-05-27,LI6,12:45-14:15,13ii,Criminal Advocacy,10,GVS
2025-05-27,LI7,09:00-10:30,3iii,Criminal Advocacy,10,RD
2025-05-27,LI7,10:45-12:15,4i,Criminal Advocacy,10,RD
2025-05-27,LI7,12:45-14:15,8i,Criminal Advocacy,10,RD
2025-05-27,LI7,14:30-16:00,2i,Criminal Advocacy,10,RD
2025-05-27,LI8,09:00-10:30,6ii,Criminal Advocacy,10,DK
2025-05-27,LI8,10:45-12:15,6iii,Criminal Advocacy,10,DK
2025-05-27,LI8,12:45-14:15,7i,Criminal Advocacy,10,DK
2025-05-27,LI8,14:30-16:00,8iii,Criminal Advocacy,10,DK
2025-05-27,LI9,09:00-10:30,7iii,Criminal Advocacy,10,PA
2025-05-27,LI9,10:45-12:15,5ii,Criminal Advocacy,10,PA
2025-05-27,LI9,12:45-14:15,1iii,Criminal Advocacy,10,PA
2025-05-27,LI9,14:30-16:00,6i,Criminal Advocacy,10,PA
2025-05-27,LI10,09:00-10:30,2ii,Criminal Advocacy,10,MS
2025-05-27,LI10,10:45-12:15,7ii,Criminal Advocacy,10,MS
2025-05-27,LI10,12:45-14:15,9iii,Criminal Advocacy,10,MS
2025-05-27,LI10,14:30-16:00,3ii,Criminal Advocacy,10,MS
2025-05-27,14 SS,09:00-10:30,5iii,Criminal Advocacy,10,MF
2025-05-27,14 SS,10:45-12:15,2iii,Criminal Advocacy,10,MF
2025-05-27,14 SS,12:45-14:15,3i,Criminal Advocacy,10,MF
2025-05-27,14 SS,14:30-16:00,8ii,Criminal Advocacy,10,MF
2025-05-27,GH,09:00-10:30,13i,Criminal Advocacy,10,SS
2025-05-27,GH,10:45-12:15,1ii,Criminal Advocacy,10,SS
2025-05-27,GH,12:45-14:15,10i,Criminal Advocacy,10,SS
2025-05-27,GH,14:30-16:00,4iii,Criminal Advocacy,10,SS
2025-05-27,GRH,09:00-10:30,4ii,Criminal Advocacy,10,PR
2025-05-27,GRH,10:45-12:15,11ii,Criminal Advocacy,10,PR
2025-05-27,GRH,14:30-16:00,12ii,Criminal Advocacy,10,PR
2025-05-27,GBIRK,09:00-10:30,1iii/2i/3i,Civil Advocacy,8,MJ
2025-05-27,GBIRK,10:45-12:15,1i/2ii/3ii,Civil Advocacy,8,MJ
2025-05-27,GBIRK,12:45-14:15,1ii/2iii/3iii,Civil Advocacy,8,MJ
2025-05-27,GBIRK,14:30-16:00,4ii/5i/6ii,Civil Advocacy,8,MJ
2025-05-28,LI6,09:00-10:30,1i,Criminal Advocacy,10,PR
2025-05-28,LI6,10:45-12:15,9ii,Criminal Advocacy,10,PR
2025-05-28,LI6,14:30-16:00,12iii,Criminal Advocacy,10,PR
2025-05-28,LI7,09:00-10:30,10iii,Criminal Advocacy,10,PA
2025-05-28,LI7,10:45-12:15,12i,Criminal Advocacy,10,PA
2025-05-28,LI7,12:45-14:15,11iii,Criminal Advocacy,10,PA
2025-05-28,LI7,14:30-16:00,11i,Criminal Advocacy,10,PA
2025-05-28,LI8,09:00-10:30,7i,Criminal Advocacy,11,MS
2025-05-28,LI8,10:45-12:15,1ii,Criminal Advocacy,11,MS
2025-05-28,LI8,12:45-14:15,3i,Criminal Advocacy,11,MS
2025-05-28,LI8,14:30-16:00,2i,Criminal Advocacy,11,MS
2025-05-28,LI9,09:00-10:30,6ii,Criminal Advocacy,11,GVS
2025-05-28,LI9,10:45-12:15,2iii,Criminal Advocacy,11,GVS
2025-05-28,LI9,12:45-14:15,1iii,Criminal Advocacy,11,GVS
2025-05-28,LI9,14:30-16:00,3ii,Criminal Advocacy,11,GVS
2025-05-28,LI10,09:00-10:30,2ii,Criminal Advocacy,11,DK
2025-05-28,LI10,10:45-12:15,4i,Criminal Advocacy,11,DK
2025-05-28,LI10,12:45-14:15,4ii,Criminal Advocacy,11,DK
2025-05-28,LI10,14:30-16:00,4iii,Criminal Advocacy,11,DK
2025-05-28,14 SS,09:00-10:30,9i,Criminal Advocacy,10,RD
2025-05-28,14 SS,10:45-12:15,10ii,Criminal Advocacy,10,RD
2025-05-28,14 SS,14:30-16:00,12ii,Criminal Advocacy,11,RD
2025-05-28,GH,09:00-10:30,3iii,Criminal Advocacy,11,SS
2025-05-28,GH,10:45-12:15,6iii,Criminal Advocacy,11,SS
2025-05-28,GH,14:30-16:00,7ii,Criminal Advocacy,11,SS
2025-05-28,GRH,09:00-10:30,4i/5iii,Civil Advocacy,8,MJ
2025-05-28,GRH,10:45-12:15,4iii/5ii,Civil Advocacy,8,MJ
2025-05-28,GRH,12:45-14:15,7ii/8i/9i,Civil Advocacy,8,AF
2025-05-28,GRH,14:30-16:00,7iii/8ii,Civil Advocacy,8,AF
2025-05-28,GBIRK,09:00-10:30,6iii/13i,Civil Advocacy,8,BP
2025-05-28,GBIRK,10:45-12:15,6i/13ii,Civil Advocacy,8,BP
2025-05-28,GBIRK,14:30-16:00,9ii/13iii,Civil Advocacy,8,BP
2025-05-29,LI6,09:00-10:30,5i,Criminal Advocacy,11,RD
2025-05-29,LI6,10:45-12:15,8ii,Criminal Advocacy,11,RD
2025-05-29,LI6,12:45-14:15,11i,Criminal Advocacy,11,RD
2025-05-29,LI6,14:30-16:00,10i,Criminal Advocacy,11,RD
2025-05-29,LI7,09:00-10:30,7iii,Criminal Advocacy,11,MS
2025-05-29,LI7,10:45-12:15,8i,Criminal Advocacy,11,MS
2025-05-29,LI7,14:30-16:00,8iii,Criminal Advocacy,11,MS
2025-05-29,LI8,09:00-10:30,9i,Criminal Advocacy,11,SS
2025-05-29,LI8,10:45-12:15,5ii,Criminal Advocacy,11,SS
2025-05-29,LI8,12:45-14:15,1i,Criminal Advocacy,11,SS
2025-05-29,LI8,14:30-16:00,6i,Criminal Advocacy,11,SS
2025-05-29,LI9,09:00-10:30,12iii,Criminal Advocacy,11,DK
2025-05-29,LI9,10:45-12:15,9ii,Criminal Advocacy,11,DK
2025-05-29,LI9,14:30-16:00,13iii,Criminal Advocacy,11,DK
2025-05-29,LI10,09:00-10:30,12i,Criminal Advocacy,11,PR
2025-05-29,LI10,10:45-12:15,10iii,Criminal Advocacy,11,PR
2025-05-29,LI10,12:45-14:15,9iii,Criminal Advocacy,11,PR
2025-05-29,LI10,14:30-16:00,5iii,Criminal Advocacy,11,PR
2025-05-29,14 SS,09:00-10:30,10ii,Criminal Advocacy,11,GVS
2025-05-29,14 SS,12:45-14:15,11iii,Criminal Advocacy,11,GVS
2025-05-29,14 SS,14:30-16:00,11ii,Criminal Advocacy,11,GVS
2025-05-29,GH,09:00-10:30,13i,Criminal Advocacy,11,MF
2025-05-29,GH,10:45-12:15,13ii,Criminal Advocacy,11,MF
2025-05-29,GRH,09:00-10:30,7i/8iii/9iii,Civil Advocacy,8,AF
2025-05-29,GRH,10:45-12:15,10i/11i/12ii,Civil Advocacy,8,AF
2025-05-29,GRH,12:45-14:15,10ii/11ii/12iii,Civil Advocacy,8,BP
2025-05-29,GRH,14:30-16:00,10iii/11iii/12i,Civil Advocacy,8,BP
2025-05-30,LI6,09:00-10:30,,Drafting Mock,,
2025-06-02,LI6,09:00-10:30,3A,Criminal Advocacy,12,DK
2025-06-02,LI6,10:45-12:15,3A,Criminal Advocacy,12,DK
2025-06-02,LI6,12:45-14:15,3A,Criminal Advocacy,12,DK
2025-06-02,LI6,14:30-16:00,3A,Criminal Advocacy,12,DK
2025-06-02,LI7,09:00-10:30,5B,Criminal Advocacy,12,TA
2025-06-02,LI7,10:45-12:15,5B,Criminal Advocacy,12,TA
2025-06-02,LI7,12:45-14:15,5B,Criminal Advocacy,12,TA
2025-06-02,LI7,14:30-16:00,5B,Criminal Advocacy,12,TA
2025-06-02,LI8,09:00-10:30,8A,Criminal Advocacy,12,DS
2025-06-02,LI8,10:45-12:15,8A,Criminal Advocacy,12,DS
2025-06-02,LI8,12:45-14:15,8A,Criminal Advocacy,12,DS
2025-06-02,LI8,14:30-16:00,8A,Criminal Advocacy,12,DS
2025-06-02,LI9,09:00-10:30,12A,Criminal Advocacy,12,NR
2025-06-02,LI9,10:45-12:15,12A,Criminal Advocacy,12,NR
2025-06-02,LI9,12:45-14:15,12A,Criminal Advocacy,12,NR
2025-06-02,LI9,14:30-16:00,12A,Criminal Advocacy,12,NR
2025-06-02,LI10,09:00-10:30,12B,Criminal Advocacy,12,DR
2025-06-02,LI10,10:45-12:15,12B,Criminal Advocacy,12,DR
2025-06-02,LI10,12:45-14:15,12B,Criminal Advocacy,12,DR
2025-06-02,LI10,14:30-16:00,12B,Criminal Advocacy,12,DR
2025-06-02,GH,09:00-10:30,6,Civil Advocacy,9,MJ
2025-06-02,GH,10:45-12:15,6,Civil Advocacy,9,MJ
2025-06-02,GH,12:45-14:15,6,Civil Advocacy,9,MJ
2025-06-02,GH,14:30-16:00,6,Civil Advocacy,9,MJ
2025-06-02,GRH,09:00-10:30,7,Civil Advocacy,9,RS
2025-06-02,GRH,10:45-12:15,7,Civil Advocacy,9,RS
2025-06-02,GRH,12:45-14:15,7,Civil Advocacy,9,RS
2025-06-02,GRH,14:30-16:00,7,Civil Advocacy,9,RS
2025-06-02,GBIRK,09:00-10:30,9,Civil Advocacy,9,tbc
2025-06-02,GBIRK,10:45-12:15,9,Civil Advocacy,9,tbc
2025-06-02,GBIRK,12:45-14:15,9,Civil Advocacy,9,tbc
2025-06-02,GBIRK,14:30-16:00,9,Civil Advocacy,9,tbc
2025-06-02,GBING1,09:00-10:30,10,Civil Advocacy,9,tbc
2025-06-02,GBING1,10:45-12:15,10,Civil Advocacy,9,tbc
2025-06-02,GBING1,12:45-14:15,10,Civil Advocacy,9,tbc
2025-06-02,GBING1,14:30-16:00,10,Civil Advocacy,9,tbc
2025-06-03,LI6,09:00-10:30,1A,Criminal Advocacy,12,NLO
2025-06-03,LI6,10:45-12:15,1A,Criminal Advocacy,12,NLO
2025-06-03,LI6,12:45-14:15,1A,Criminal Advocacy,12,NLO
2025-06-03,LI6,14:30-16:00,1A,Criminal Advocacy,12,NLO
2025-06-03,LI7,09:00-10:30,1B,Criminal Advocacy,12,WK
2025-06-03,LI7,10:45-12:15,1B,Criminal Advocacy,12,WK
2025-06-03,LI7,12:45-14:15,1B,Criminal Advocacy,12,WK
2025-06-03,LI7,14:30-16:00,1B,Criminal Advocacy,12,WK
2025-06-03,LI8,09:00-10:30,2A,Criminal Advocacy,12,DS
2025-06-03,LI8,10:45-12:15,2A,Criminal Advocacy,12,DS
2025-06-03,LI8,12:45-14:15,2A,Criminal Advocacy,12,DS
2025-06-03,LI8,14:30-16:00,2A,Criminal Advocacy,12,DS
2025-06-03,LI9,09:00-10:30,2B,Criminal Advocacy,12,GC
2025-06-03,LI9,10:45-12:15,2B,Criminal Advocacy,12,GC
2025-06-03,LI9,12:45-14:15,2B,Criminal Advocacy,12,GC
2025-06-03,LI9,14:30-16:00,2B,Criminal Advocacy,12,GC
2025-06-03,LI10,09:00-10:30,13A,Criminal Advocacy,12,HS
2025-06-03,LI10,10:45-12:15,13A,Criminal Advocacy,12,HS
2025-06-03,LI10,12:45-14:15,13A,Criminal Advocacy,12,HS
2025-06-03,LI10,14:30-16:00,13A,Criminal Advocacy,12,HS
2025-06-03,GH,09:00-10:30,4,Civil Advocacy,9,LB
2025-06-03,GH,10:45-12:15,4,Civil Advocacy,9,LB
2025-06-03,GH,12:45-14:15,4,Civil Advocacy,9,LB
2025-06-03,GH,14:30-16:00,4,Civil Advocacy,9,LB
2025-06-03,GRH,09:00-10:30,5,Civil Advocacy,9,MJ
2025-06-03,GRH,10:45-12:15,5,Civil Advocacy,9,MJ
2025-06-03,GRH,12:45-14:15,5,Civil Advocacy,9,MJ
2025-06-03,GRH,14:30-16:00,5,Civil Advocacy,9,MJ
2025-06-04,LI6,09:00-10:30,3B,Criminal Advocacy,12,TA
2025-06-04,LI6,10:45-12:15,3B,Criminal Advocacy,12,TA
